1.1753722651306362, 8.929346421914954e-37
1.2074560865147304, 5.806767349941422e-37
1.2404156913634719, 3.5281007911473478e-37
1.2915496650148839, 2.002808123543976e-37
1.3484180624978088, 1.1629840819992224e-37
1.4002282338513474, 7.227970867232656e-38
1.4697770507853063, 4.197114523817368e-38
1.526250189918155, 2.8558652033577017e-38
1.6237767391887217, 1.6211980234190802e-38
1.7321938455521966, 1.0075780283376158e-38
1.8231345166000203, 7.173609054534535e-39
1.8931846845209586, 5.591662926206045e-39
2.003338724289296, 4.16554788391146e-39
2.1085145788224136, 3.246948571177064e-39
2.243247502898419, 2.5309215780684655e-39
2.393025731180498, 2.017985460258966e-39
2.6154345690399636, 1.5033121943652624e-39
2.8739521441204587, 1.1986393323076859e-39
3.141058489074899, 9.7760617121816e-40
3.4053655850163853, 8.929346421914954e-40
3.906725214189187, 7.282744635287887e-40
4.421952112588213, 6.075843199027074e-40
4.951500669473131, 5.549607840726457e-40
5.867067065993101, 5.1850637259091166e-40
6.464371632490058, 4.8444658817944935e-40
6.858944835078207, 4.8444658817944935e-40
7.436096708208817, 4.735979742298045e-40
8.083553913130181, 4.8444658817944935e-40
8.882557176447122, 4.735979742298045e-40
9.786857724571867, 4.735979742298045e-40
